Academic_Level,Income,Registration_Time,Recency,Liquor,Vegetables,Pork,Seafood,Candy,Jewellery,Num_Deals_Purchases,Num_Web_Purchases,Num_Catalog_Purchases,Num_Store_Purchases,Num_Web_Visits_Month,Promo_30,Promo_40,Promo_50,Promo_10,Promo_20,Complain,Gender,Total_Purchase,Payment_Method,Age,Total_Spending,Marital_Status,Num_Of_Child
2n Cycle,60161,23-10-2021,17,585,46,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,Male,26,Card,37,1074,Divorced,1
2n Cycle,31163,13-02-2023,54,3,5,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,Male,5,Online,31,41,Divorced,1
Graduation,87679,27-07-2022,62,1260,174,815,97,148,33,1,7,11,10,4,1,-1,0,1,0,0,Male,29,Online,41,2527,Together,0
PhD,50870,19-06-2023,13,54,2,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,Male,6,Mobile,38,66,Married,1
Graduation,62061,31-08-2022,12,642,9,84,0,30,38,3,10,4,7,6,0,-1,0,0,0,0,Female,24,Mobile,36,803,Together,1
2n Cycle,25804,01-09-2022,34,9,9,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,Other,7,Online,39,58,Married,1
Graduation,48178,28-10-2021,69,160,6,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,Other,16,Card,40,257,Married,2
Master,43018,01-11-2022,46,36,6,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,Male,7,Not Provided,31,136,Together,1
Master,44511,12-10-2021,39,514,9,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,Male,26,Card,32,730,Married,1
Graduation,66373,12-06-2022,57,329,11,124,12,24,109,7,4,2,10,3,0,-1,0,0,0,0,Female,23,Card,36,609,Married,2
Graduation,74068,19-03-2022,14,784,32,537,140,76,15,1,4,10,9,2,0,-1,0,0,0,0,Male,24,Mobile,43,1584,Married,0
Graduation,64474,22-10-2022,59,382,37,172,56,86,93,2,8,2,10,5,0,-1,0,0,0,0,Other,22,Cash,48,826,Together,1
PhD,57705,11-01-2023,14,384,2,53,6,4,40,3,8,1,6,6,0,-1,0,0,0,0,Male,18,Mobile,32,489,Married,1
Graduation,61278,04-01-2023,87,112,5,28,2,6,15,2,3,1,4,6,0,-1,0,0,0,0,Other,10,Not Provided,39,168,Together,1
Graduation,40689,18-03-2022,69,271,5,27,39,6,99,7,7,1,5,8,0,-1,0,0,0,0,Male,20,Card,42,447,Together,1
Master,62847,15-01-2022,45,522,170,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,Male,14,Online,37,1615,Together,0
PhD,76412,05-05-2022,15,841,55,804,23,71,17,1,5,4,8,3,0,0,0,1,0,0,Male,18,Cash,34,1811,Single,0
2n Cycle,46831,08-06-2022,84,23,4,10,6,4,34,2,1,2,2,4,0,-1,0,0,0,0,Female,7,Card,30,81,Married,2
Graduation,19514,26-01-2023,47,15,5,21,2,1,28,4,3,1,2,8,1,-1,0,0,0,0,Other,10,Cash,47,72,Married,2
PhD,56551,07-05-2023,48,68,6,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,Female,10,Mobile,34,141,Widow,2
Master,36408,21-09-2022,11,10,3,4,3,2,3,1,1,0,2,6,0,-1,0,0,0,0,Other,4,Online,40,25,Married,2
Master,49505,05-03-2022,4,605,2,100,19,0,28,9,10,2,8,8,0,-1,0,0,0,0,Female,29,Cash,41,754,Married,2
Graduation,28427,21-03-2022,67,19,5,19,3,3,6,2,2,0,3,8,0,-1,0,0,0,0,Female,7,Not Provided,42,55,Together,1
PhD,62859,30-12-2021,37,1064,91,102,16,12,25,4,9,4,6,6,0,-1,0,0,0,0,Female,23,Mobile,41,1310,Divorced,1
Graduation,65492,26-01-2023,73,248,163,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,Female,26,Card,36,1048,Married,0
2n Cycle,50523,25-12-2022,89,52,6,24,4,7,1,2,2,0,4,6,0,-1,0,0,0,0,Male,8,Mobile,36,94,Together,2
Graduation,61286,02-08-2022,34,357,2,107,19,9,117,2,7,1,8,5,0,-1,0,0,0,0,Female,18,Mobile,40,611,Married,1
Master,49476,20-06-2022,29,387,25,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,Other,22,Mobile,41,798,Divorced,1
Basic,24594,10-12-2022,94,2,5,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,Female,5,Not Provided,33,32,Together,1
Graduation,42014,17-08-2021,56,245,17,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,Other,20,Card,36,439,Married,1
PhD,66465,30-03-2022,1,1201,2,204,38,29,14,3,11,9,12,6,0,-1,0,1,0,0,Male,35,Not Provided,33,1488,Married,1
PhD,60000,22-12-2021,57,1049,2,217,0,0,12,5,11,3,5,6,0,-1,0,0,0,0,Other,24,Online,45,1280,Single,1
Graduation,70287,02-04-2022,30,296,37,482,121,120,40,1,5,5,10,3,0,-1,0,0,0,0,Male,21,Cash,39,1096,Divorced,0
PhD,33996,11-09-2022,46,41,4,15,8,0,6,1,1,1,3,4,0,-1,0,0,0,0,Other,6,Card,38,74,Single,0
2n Cycle,26326,04-09-2022,12,2,2,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,Female,4,Mobile,50,21,Together,0
Graduation,27573,25-03-2022,45,51,17,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,Male,14,Online,41,247,Married,1
Graduation,43185,10-04-2022,88,538,8,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,Male,20,Cash,27,640,Divorced,1
PhD,78825,14-09-2021,35,484,76,114,169,37,18,1,5,10,13,3,0,-1,0,0,0,0,Male,29,Not Provided,38,898,Divorced,0
Graduation,18351,29-10-2022,1,2,14,9,0,14,7,1,2,0,3,7,0,-1,0,0,0,0,Female,6,Mobile,30,46,Married,0
Graduation,21675,11-06-2023,55,5,2,16,17,4,4,3,4,0,3,7,0,-1,0,0,0,0,Female,10,Mobile,45,48,Together,1
Master,59235,12-01-2022,4,449,42,469,80,0,91,3,11,2,12,7,0,-1,0,0,0,0,Male,28,Mobile,45,1131,Single,1
Graduation,43057,30-10-2022,30,214,4,44,0,2,5,4,4,2,5,5,0,-1,0,0,0,0,Other,15,Cash,41,269,Married,1
Graduation,78569,19-02-2023,14,559,81,622,207,175,95,1,4,6,4,1,0,-1,0,0,0,0,Other,15,Cash,40,1739,Married,0
Graduation,35797,16-10-2021,16,28,3,14,4,1,21,2,2,0,3,8,0,-1,0,0,0,0,Male,7,Cash,30,71,Married,1
PhD,51717,20-08-2022,55,99,3,17,0,1,5,1,3,0,4,7,0,-1,0,0,0,0,Female,8,Card,36,125,Together,1
PhD,60504,07-02-2023,73,459,2,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,Male,18,Online,38,529,Single,1
Graduation,82427,12-03-2023,35,483,149,509,104,107,107,1,3,5,12,1,0,0,0,0,0,0,Female,21,Card,41,1459,Together,0
PhD,84618,22-11-2022,96,685,102,801,21,66,0,1,6,9,10,2,0,0,0,0,0,0,Male,26,Online,44,1675,Married,0
Graduation,30096,22-05-2023,30,6,5,11,12,5,9,1,2,0,3,6,0,-1,0,0,0,0,Other,6,Cash,34,48,Married,1
Graduation,50664,16-01-2022,64,314,10,104,6,4,126,9,8,1,6,9,0,-1,0,0,0,0,Other,24,Not Provided,31,564,Single,2
PhD,30843,26-05-2023,43,25,2,2,0,0,9,2,1,1,2,5,1,-1,0,0,0,0,Other,6,Online,39,38,Together,2
Graduation,40321,29-07-2022,59,45,6,21,6,0,27,2,3,0,3,7,0,-1,0,0,0,0,Male,8,Online,32,105,Married,2
Graduation,64892,29-05-2023,77,528,26,230,32,24,65,2,6,4,12,4,0,-1,0,0,0,0,Other,24,Not Provided,30,905,Divorced,1
Graduation,85072,09-04-2023,94,495,94,391,194,11,241,1,3,4,10,0,0,-1,0,0,0,0,Female,18,Cash,47,1426,Single,0
PhD,76045,15-11-2022,78,761,55,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,Other,21,Online,36,1326,Single,0
PhD,77845,16-05-2023,40,761,42,480,0,40,26,1,3,5,12,1,0,0,0,1,0,0,Male,21,Cash,35,1349,Together,0
2n Cycle,37284,29-03-2022,46,12,3,2,2,1,6,1,0,0,3,6,0,-1,0,0,0,0,Female,4,Not Provided,42,26,Married,2
2n Cycle,82504,27-07-2022,2,363,52,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,Other,17,Card,30,1069,Married,0
Graduation,75702,29-08-2021,77,651,30,353,45,42,30,5,4,6,11,8,0,-1,0,0,0,0,Other,26,Card,44,1151,Together,2
Graduation,33178,30-01-2023,9,13,8,2,11,2,16,1,1,0,3,4,0,-1,0,0,0,0,Other,5,Cash,33,52,Together,1
Graduation,84219,02-02-2023,27,435,139,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,Other,18,Mobile,43,1201,Married,0
2n Cycle,57036,11-12-2021,33,1172,45,219,19,14,47,4,6,3,13,9,1,-1,0,0,0,0,Female,26,Mobile,37,1516,Married,1
Graduation,62535,03-10-2022,13,164,50,90,0,45,52,1,3,2,8,3,0,-1,0,0,0,0,Female,14,Mobile,44,401,Single,1
Graduation,49678,02-02-2022,81,230,7,56,3,2,20,2,6,2,4,7,0,-1,0,0,0,0,Female,14,Card,36,318,Married,1
Graduation,67419,16-01-2022,29,847,86,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,Female,25,Not Provided,23,1474,Together,1
PhD,57906,11-06-2022,29,244,13,119,10,3,15,3,4,2,8,4,0,-1,0,0,0,0,Other,17,Mobile,32,404,Together,1
PhD,160803,04-08-2021,21,56,18,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,Other,44,Online,38,1720,Married,0
Graduation,61671,03-06-2023,23,642,9,56,0,0,28,8,10,4,6,8,0,-1,0,1,0,0,Female,28,Cash,33,735,Divorced,1
Graduation,37760,31-08-2021,20,85,7,38,150,12,28,2,4,1,6,7,0,-1,0,0,0,0,Other,13,Mobile,37,320,Together,0
Graduation,38823,30-08-2021,56,71,2,11,2,8,23,1,2,1,3,6,0,-1,0,0,0,0,Other,7,Cash,29,117,Together,1
Graduation,23976,27-12-2022,68,15,3,21,2,3,25,3,3,1,3,7,0,-1,0,0,0,0,Male,10,Mobile,41,69,Together,1
PhD,42710,28-11-2021,38,253,5,42,4,3,102,2,4,5,3,6,0,-1,0,0,0,0,Female,14,Card,39,409,Single,1
Graduation,30372,25-12-2021,33,16,2,12,7,3,7,3,2,0,3,7,0,-1,0,0,0,0,Male,8,Card,41,47,Widow,2
PhD,32727,28-08-2021,38,168,15,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,Other,17,Not Provided,38,532,Together,0
Graduation,63285,05-11-2022,84,509,126,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,Male,25,Card,43,1106,Widow,0
PhD,28420,24-12-2022,36,5,4,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,Female,4,Not Provided,39,16,Divorced,1
Master,60033,29-03-2023,28,63,3,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,Male,10,Cash,36,201,Together,1
Graduation,28164,04-05-2022,23,4,20,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,Male,9,Online,42,81,Married,1
PhD,66973,17-05-2022,98,467,24,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,Other,28,Card,35,1285,Together,0
Master,29548,29-08-2022,52,8,3,6,3,1,11,1,1,1,2,4,1,-1,0,0,0,0,Other,5,Cash,44,32,Single,1
Graduation,22574,28-10-2022,28,26,2,8,2,0,2,2,2,0,3,7,0,-1,0,0,0,0,Other,7,Card,40,40,Married,3
PhD,59292,13-06-2022,71,379,16,68,19,14,14,2,3,5,8,3,0,-1,0,0,0,0,Other,18,Mobile,43,510,Together,1
PhD,65295,23-12-2022,19,366,34,117,34,110,6,1,3,3,13,2,0,-1,0,0,0,0,Female,20,Cash,35,667,Single,0
Basic,20194,17-12-2021,64,1,6,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,Male,7,Card,36,50,Single,1
Graduation,70044,18-02-2022,46,1074,2,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,Male,26,Cash,42,1507,Divorced,1
Graduation,52845,13-08-2022,7,385,27,292,130,41,64,3,8,8,6,6,1,1,0,0,0,0,Other,25,Mobile,35,939,Married,1
Graduation,57091,15-06-2023,0,465,7,64,7,0,37,1,7,3,7,5,0,-1,1,0,1,0,Male,18,Cash,37,580,Single,0
PhD,40737,08-12-2022,24,12,2,4,0,0,2,1,1,0,2,8,0,-1,0,0,0,0,Other,4,Online,34,20,Single,3
Graduation,35196,13-11-2021,68,76,14,141,43,39,187,6,6,1,5,8,0,-1,0,0,0,0,Other,18,Mobile,41,500,Together,1
Graduation,40521,05-04-2022,82,13,2,5,0,0,4,1,0,1,2,5,0,-1,0,0,0,0,Other,4,Mobile,41,24,Together,2
Graduation,53154,09-06-2023,50,130,2,21,0,1,7,1,3,1,4,4,0,-1,0,0,0,0,Male,9,Not Provided,45,161,Married,1
PhD,68117,10-03-2022,80,619,46,215,0,17,36,2,11,8,4,6,1,1,0,0,0,0,Other,25,Cash,33,933,Widow,1
Graduation,41120,06-11-2022,80,25,4,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,Female,9,Card,36,84,Married,2
Master,23661,04-12-2022,46,19,2,4,0,0,1,1,1,0,3,7,0,-1,0,0,0,0,Male,5,Online,39,26,Together,1
PhD,34320,16-02-2023,66,5,3,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,Male,4,Online,33,20,Together,1
PhD,69702,19-02-2022,8,665,11,240,50,19,57,2,7,7,10,4,0,-1,0,0,0,0,Male,26,Card,42,1042,Together,1
PhD,57072,24-01-2023,79,945,2,60,0,0,30,2,7,5,13,5,1,-1,0,0,0,0,Other,27,Card,36,1037,Married,1
Graduation,29440,11-08-2022,95,18,10,14,10,4,3,2,1,0,4,7,0,-1,0,0,0,0,Female,7,Online,48,59,Married,2
Graduation,39996,22-05-2023,85,12,2,3,0,0,1,1,1,0,2,6,0,-1,0,0,0,0,Female,4,Card,36,18,Divorced,2
Graduation,26067,04-11-2022,49,23,4,18,0,2,12,3,3,0,3,8,0,-1,0,0,0,0,Male,9,Card,34,59,Married,1
Master,41335,26-12-2022,24,113,21,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,Other,12,Mobile,34,190,Divorced,1
Graduation,48794,26-06-2023,97,26,2,11,3,0,15,1,1,0,3,4,0,-1,0,0,0,0,Other,5,Online,42,57,Together,2
Graduation,68695,25-06-2023,3,459,83,356,106,50,40,1,4,4,7,2,0,-1,0,0,0,0,Male,16,Cash,36,1094,Together,0
Graduation,50002,17-06-2022,21,444,7,71,21,16,82,2,8,2,7,7,0,-1,0,0,0,0,Male,19,Mobile,39,641,Divorced,1
Graduation,27038,18-09-2021,64,2,28,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,Male,7,Online,36,110,Widow,0
Graduation,74190,12-05-2023,49,152,83,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,Female,19,Mobile,40,644,Married,1
PhD,31497,06-12-2021,22,109,3,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,Female,10,Not Provided,33,158,Together,1
Graduation,28320,14-01-2022,68,20,3,14,3,2,4,1,1,0,3,8,0,-1,0,0,0,0,Female,5,Cash,35,46,Together,1
PhD,29732,25-03-2023,23,26,2,8,0,1,4,1,2,0,2,9,0,-1,0,0,0,0,Female,5,Not Provided,36,41,Together,1
Graduation,33228,23-01-2023,28,23,4,31,7,4,5,1,2,0,3,7,0,-1,0,0,0,0,Female,6,Online,36,74,Married,1
Graduation,7500,26-12-2022,54,6,5,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,Female,11,Not Provided,43,60,Single,1
Graduation,83512,17-06-2023,31,1061,63,835,80,20,101,1,4,7,10,1,1,1,1,1,1,0,Male,22,Mobile,39,2160,Married,0
Graduation,61014,11-08-2021,17,270,131,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,Male,20,Cash,42,1150,Married,1
PhD,35340,29-06-2023,1,28,2,12,0,1,5,2,2,0,3,5,0,-1,0,0,0,0,Male,7,Mobile,26,48,Widow,2
2n Cycle,59184,09-09-2021,6,342,144,113,259,151,66,3,6,6,12,5,0,-1,0,0,0,0,Male,27,Cash,34,1075,Widow,1
Master,83151,10-10-2021,93,408,30,100,120,74,18,1,5,9,4,3,0,-1,0,0,0,0,Female,19,Cash,33,750,Together,0
2n Cycle,20130,17-03-2023,99,1,8,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,Male,5,Cash,29,37,Married,0
2n Cycle,70924,07-04-2023,41,636,116,254,132,152,76,1,6,6,7,3,0,-1,0,0,0,0,Other,20,Mobile,38,1366,Married,0
Graduation,23478,19-03-2022,51,29,8,27,12,17,39,1,3,0,3,8,0,-1,0,0,0,0,Male,7,Card,43,132,Single,0
PhD,84169,07-08-2022,9,1479,21,403,0,19,0,1,7,6,6,3,0,-1,0,0,0,0,Male,20,Online,37,1922,Married,0
Graduation,70844,30-10-2022,16,130,28,67,3,67,2,5,6,1,5,7,0,-1,0,0,0,0,Male,17,Online,36,297,Divorced,2
Basic,18393,29-03-2023,2,8,12,13,16,0,4,2,3,0,3,8,0,-1,0,0,0,0,Male,8,Cash,31,53,Married,1
Basic,24480,11-02-2022,46,5,21,9,28,25,17,3,3,0,4,7,0,-1,0,0,0,0,Male,10,Mobile,36,105,Married,1
2n Cycle,89572,15-09-2021,44,607,26,974,197,194,64,1,7,7,9,4,0,-1,0,1,0,0,Female,24,Cash,38,2062,Single,0
Graduation,48526,24-12-2022,32,24,19,23,43,20,9,1,2,1,4,3,0,-1,0,0,0,0,Other,8,Card,43,138,Single,1
Graduation,75825,12-10-2021,40,1033,107,779,137,105,51,0,5,8,9,4,1,1,0,0,0,0,Male,22,Mobile,37,2212,Single,0
Graduation,48877,05-01-2023,27,103,3,15,2,0,24,1,3,0,4,7,0,-1,0,0,0,0,Female,8,Cash,39,147,Divorced,1
Graduation,37292,18-04-2022,32,276,2,86,10,23,66,5,6,3,5,8,0,-1,0,0,0,0,Male,19,Not Provided,36,463,Together,1
Graduation,30507,11-03-2022,29,66,38,74,38,20,110,1,5,1,4,7,0,-1,0,0,0,0,Other,11,Mobile,32,346,Together,0
Graduation,42691,16-08-2022,48,180,4,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,Female,13,Online,42,361,Married,0
Graduation,57811,24-06-2022,49,546,9,114,37,21,78,5,7,2,11,5,0,0,0,0,0,0,Male,25,Card,37,805,Together,1
Graduation,17323,10-10-2021,38,4,16,17,6,1,5,1,1,0,3,8,0,-1,0,0,0,0,Other,5,Cash,29,49,Married,0
Graduation,60905,05-12-2022,27,209,19,76,36,17,38,2,3,3,7,2,0,-1,0,0,0,0,Male,15,Cash,31,395,Together,1
2n Cycle,75342,06-05-2022,38,205,99,97,21,118,26,1,5,2,10,4,0,-1,0,0,0,0,Female,18,Not Provided,37,566,Single,1
Graduation,72117,20-08-2022,34,708,22,171,65,60,50,1,9,7,9,5,0,-1,0,0,0,0,Other,26,Card,36,1076,Married,1
Graduation,90842,29-07-2022,57,775,72,118,182,187,93,1,4,9,13,1,0,-1,0,0,0,0,Female,27,Cash,39,1427,Single,0
Graduation,24645,01-11-2021,16,6,5,4,4,1,0,1,1,0,2,8,0,-1,0,0,0,0,Male,4,Online,39,20,Married,1
Graduation,26091,25-02-2023,84,16,12,19,8,17,20,3,2,1,3,5,0,-1,0,0,0,0,Male,9,Mobile,33,92,Together,2
Graduation,61456,27-03-2022,47,564,78,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,Male,33,Cash,40,1391,Married,1
Graduation,9255,20-12-2022,91,10,2,7,2,0,4,1,1,1,2,8,0,-1,0,0,0,0,Female,5,Cash,34,25,Single,1
PhD,63246,20-08-2022,60,594,32,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,Female,22,Cash,44,775,Married,2
Master,42618,09-10-2022,92,77,16,74,13,5,10,2,5,0,4,8,0,-1,0,0,0,0,Male,11,Online,34,195,Divorced,1
Graduation,76068,29-11-2021,67,1116,14,128,33,12,76,1,2,3,4,6,0,-1,1,0,1,0,Female,10,Online,40,1379,Married,1
PhD,36736,10-05-2022,52,11,2,3,0,0,4,1,1,0,2,6,0,-1,0,0,0,0,Other,4,Card,30,20,Single,2
Graduation,81217,19-07-2022,77,494,72,324,146,40,84,1,3,7,11,1,0,-1,0,0,0,0,Female,22,Cash,31,1160,Single,0
Graduation,49166,13-06-2022,17,225,4,25,7,0,110,2,5,3,3,6,0,-1,0,0,0,0,Other,13,Online,33,371,Single,1
Graduation,19444,22-02-2023,8,17,2,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,Other,10,Card,36,57,Together,1
PhD,38197,29-06-2022,86,24,2,11,2,1,3,1,1,0,3,5,0,-1,0,0,0,0,Female,5,Not Provided,33,43,Together,1
Graduation,80589,22-01-2023,25,508,95,520,242,40,26,1,5,10,5,1,0,-1,0,1,0,0,Male,21,Card,36,1431,Married,0
PhD,34230,26-12-2021,72,16,2,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,Other,4,Cash,29,24,Together,2
Graduation,30467,19-03-2023,8,2,5,8,2,5,5,1,1,0,2,7,0,-1,0,0,0,0,Male,4,Cash,33,27,Married,1
PhD,157243,01-03-2023,98,21,4,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,Male,37,Card,35,1611,Married,1
Graduation,35765,11-12-2022,86,23,5,30,0,5,15,2,2,0,4,6,0,-1,0,0,0,0,Female,8,Online,36,78,Married,1
PhD,29791,15-05-2023,21,15,2,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,Other,7,Mobile,42,23,Married,1
PhD,40304,30-09-2022,82,38,2,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,Female,6,Online,39,60,Single,1
PhD,34043,25-10-2022,97,21,4,14,3,0,10,1,2,0,2,9,0,-1,0,0,0,0,Other,5,Not Provided,41,52,Together,1
Graduation,28691,04-07-2022,56,6,6,13,8,0,4,1,1,0,3,8,0,-1,0,0,0,0,Male,5,Cash,39,37,Married,1
Master,49572,15-12-2022,25,36,3,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,Male,7,Online,37,57,Married,2
Graduation,52413,02-02-2022,56,296,108,271,75,98,65,4,6,4,12,6,0,-1,0,0,0,0,Other,26,Online,38,913,Married,2
Graduation,54198,17-12-2022,13,186,2,28,3,2,17,6,3,1,6,4,0,-1,0,0,0,0,Male,16,Not Provided,32,238,Married,2
Graduation,53103,12-09-2022,70,730,19,133,11,0,195,5,10,6,7,7,1,1,0,0,0,0,Other,28,Not Provided,37,1088,Together,1
2n Cycle,52203,31-07-2021,36,489,23,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,Other,27,Cash,38,942,Together,0
Master,91172,27-03-2022,94,163,30,818,0,28,56,0,4,3,7,3,1,1,1,1,1,0,Other,14,Cash,42,1095,Single,0
Master,35178,10-01-2022,10,24,3,13,2,2,18,1,1,1,2,7,1,-1,0,0,0,0,Female,5,Not Provided,34,62,Married,1
PhD,31497,06-12-2021,22,109,3,28,13,1,4,2,3,1,4,8,0,-1,0,0,0,0,Female,10,Online,43,158,Together,1
PhD,48432,18-10-2021,3,323,5,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,Female,19,Online,31,427,Single,1
Master,49494,25-04-2022,46,192,11,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,Other,14,Cash,40,388,Single,1
Graduation,28087,11-12-2021,77,54,10,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,Female,9,Online,37,115,Together,2
Graduation,38136,22-04-2022,69,9,17,27,0,20,33,2,3,1,2,8,1,-1,0,0,0,0,Other,8,Cash,37,106,Married,1
Master,51529,07-09-2022,14,401,6,35,6,0,22,2,9,1,5,8,0,-1,0,0,0,0,Male,17,Not Provided,45,470,Widow,1
2n Cycle,14796,17-09-2021,1,14,5,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,Female,6,Online,35,54,Married,1
Master,68657,20-02-2022,4,483,36,471,119,68,22,1,3,5,9,7,0,-1,0,0,0,0,Female,18,Online,40,1199,Married,0
PhD,90933,31-03-2023,90,1021,33,430,62,63,79,1,4,6,4,1,0,-1,0,0,0,0,Male,15,Cash,39,1688,Single,0
Graduation,72063,03-07-2022,3,181,34,348,76,32,90,2,5,2,12,2,0,-1,0,0,0,0,Female,21,Not Provided,36,761,Married,1
Graduation,17688,13-01-2022,82,3,4,1,3,1,2,1,1,0,2,8,0,-1,0,0,0,1,Male,4,Not Provided,31,14,Married,1
Graduation,23910,26-10-2021,80,17,14,18,7,1,13,1,2,0,3,7,0,-1,0,0,0,0,Male,6,Cash,38,70,Divorced,1
Basic,22123,27-03-2023,77,4,5,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,Female,7,Card,35,105,Widow,0
PhD,59304,29-07-2022,81,419,63,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,Male,28,Online,30,1051,Married,1
Graduation,56981,25-01-2023,91,909,50,217,32,12,24,1,2,3,13,6,0,-1,0,0,0,0,Male,19,Not Provided,36,1244,Divorced,0
Graduation,62710,23-05-2022,53,442,37,83,7,29,11,4,4,2,12,4,0,-1,0,0,0,0,Other,22,Online,23,609,Married,1
Graduation,21645,03-09-2021,75,15,2,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,Male,9,Mobile,41,68,Together,1
Graduation,94642,12-02-2023,35,880,145,797,106,143,143,0,5,7,9,1,0,-1,0,1,0,0,Female,21,Online,38,2214,Married,0
Graduation,58116,13-04-2023,38,229,21,130,4,11,51,2,3,3,8,2,0,-1,0,0,0,0,Female,16,Card,46,446,Married,1
Graduation,18793,12-01-2022,14,5,18,20,0,17,20,3,2,0,4,8,0,-1,0,0,0,0,Other,9,Card,42,80,Married,1
Graduation,7500,09-01-2022,94,1,4,3,4,1,5,1,0,0,3,6,0,-1,0,0,0,0,Other,4,Cash,39,18,Married,0
Graduation,91249,20-10-2021,84,1325,29,119,71,108,27,0,7,9,6,4,0,-1,1,1,1,0,Female,22,Mobile,28,1679,Single,0
Graduation,38808,26-08-2021,21,126,19,52,3,19,30,4,5,1,4,8,1,-1,0,0,0,0,Other,14,Mobile,32,249,Single,1
Master,19485,24-09-2022,80,7,2,4,0,0,0,1,1,0,2,7,0,-1,0,0,0,0,Other,4,Cash,45,13,Single,2
Graduation,85693,20-04-2022,59,387,174,183,185,132,111,2,9,5,11,5,0,-1,0,0,0,0,Female,27,Mobile,29,1172,Together,1
PhD,61467,09-12-2021,69,411,18,114,0,5,49,3,5,2,10,5,0,-1,0,0,0,0,Female,20,Cash,44,597,Married,2
Master,90638,13-02-2023,29,1157,122,915,94,144,96,1,3,4,10,1,0,-1,0,0,0,0,Female,18,Mobile,31,2528,Single,0
Graduation,50388,28-05-2023,3,293,8,37,0,3,34,4,6,1,6,7,0,-1,0,1,0,0,Female,17,Cash,33,375,Single,1
Master,47352,11-04-2022,70,173,14,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,Male,16,Mobile,39,322,Together,1
Graduation,54809,11-09-2022,0,64,8,57,13,13,22,4,2,1,5,4,0,-1,0,0,0,0,Other,12,Card,41,177,Married,2
Master,56850,23-03-2023,83,35,3,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,Male,6,Not Provided,29,66,Married,1
Master,21024,04-07-2022,89,37,6,18,6,2,18,1,2,0,4,7,0,-1,0,0,0,0,Other,7,Online,40,87,Together,0
2n Cycle,41473,19-06-2022,80,22,10,20,15,3,9,1,2,0,3,7,0,-1,0,0,0,0,Female,6,Card,34,79,Single,1
